x,y,z
1.02541,1.21254,5.94226
1.03991,1.23587,5.95715
1.04371,1.23385,5.96275
1.02971,1.19055,5.91345
1.01849,1.17865,5.85863
1.0219,1.19997,5.85472
1.00461,1.12386,5.79091
0.930243,1.16969,5.77765
0.984705,1.10922,5.67121
0.976948,1.11036,5.63083
0.971824,1.06012,5.60697
0.965523,1.01743,5.57297
0.956749,1.00316,5.48811
0.984305,0.998005,5.4785
0.967184,0.965691,5.42293
0.973344,0.94785,5.33041
0.948812,0.932466,5.24865
0.933701,0.895301,5.16482
0.927987,0.878636,5.1309
0.904912,0.848294,5.04888
0.895612,0.833523,4.99432
0.895388,0.823792,4.97589
0.878155,0.803259,4.89338
0.861683,0.788468,4.82192
0.863694,0.785473,4.82855
0.849796,0.763293,4.76172
0.849796,0.763293,4.76172
0.816876,0.70585,4.6162
0.811682,0.675891,4.58276
0.789253,0.648394,4.46428
0.786624,0.639252,4.42368
0.778113,0.626323,4.36176
0.765051,0.61296,4.28934
0.752924,0.592851,4.22664
0.738052,0.567539,4.16197
0.720947,0.543493,4.10023
0.706439,0.517966,4.03942
0.687059,0.479525,3.95825
0.681525,0.45318,3.91052
0.6634,0.446241,3.85457
0.644385,0.429419,3.77011
0.62932,0.398942,3.69849
0.620536,0.380561,3.65378
0.605445,0.335938,3.59684
0.603649,0.331516,3.57169
0.595149,0.312874,3.48286
0.585144,0.291182,3.4136
0.57618,0.279215,3.35549
0.5664,0.23174,3.33813
0.552527,0.249051,3.24649
0.543645,0.222048,3.20516
0.525603,0.188827,3.14771
0.501341,0.170628,3.07359
0.523817,0.113552,3.03732
0.49936,0.144568,2.96266
0.464425,0.142458,2.89091
0.463759,0.0963568,2.78885
0.455481,0.0538803,2.73403
0.462704,-0.0434408,2.66255
0.449632,-0.0494012,2.57663
0.465301,-0.0369864,2.50424
0.493941,-0.0852478,2.46367
0.456931,-0.124621,2.39622
0.465246,-0.114637,2.3455
0.457791,-0.2055,2.22206
0.453235,-0.137578,2.15796
0.44956,-0.120687,2.10295
0.443515,-0.13831,2.05303
0.433386,-0.136486,1.97986
0.422561,-0.150658,1.89188
0.410525,-0.188312,1.80243
0.405377,-0.214582,1.74176
0.410343,-0.224549,1.6955
0.400263,-0.23734,1.64529
0.392312,-0.245374,1.56862
0.357121,-0.252396,1.46012
0.376821,-0.249409,1.3977
0.36549,-0.242763,1.34172
0.358724,-0.235412,1.32225
0.34478,-0.237874,1.29296
